Name,Category,Availability,Quantity,UPC,Price (excl. tax),Price (incl. tax),Tax,Number of reviews,URL
Wall and Piece,Art,In Stock,18,ccd9ffa25efabdea,44.18,44.18,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../wall-and-piece_971/index.html,
Feathers: Displays of Brilliant Plumage,Art,In Stock,14,9194ae88379dbf1a,49.05,49.05,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../feathers-displays-of-brilliant-plumage_695/index.html,
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,In Stock,9,d6d9ffea95f2f8bf,48.63,48.63,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,
The New Drawing on the Right Side of the Brain,Art,In Stock,8,3eec766dda26fa64,43.02,43.02,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../the-new-drawing-on-the-right-side-of-the-brain_550/index.html,
History of Beauty,Art,In Stock,8,8a150fd8ff5d7686,10.29,10.29,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../history-of-beauty_521/index.html,
The Story of Art,Art,In Stock,7,9147c5251cc99eb1,41.14,41.14,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../the-story-of-art_500/index.html,
The Art Book,Art,In Stock,7,4b8fa561a1e52d1c,32.34,32.34,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../the-art-book_490/index.html,
Ways of Seeing,Art,In Stock,1,66a4e422b212726a,39.51,39.51,0.0,0,http://books.toscrape.com/catalogue/category/books/art_25/index.html/../../../../ways-of-seeing_94/index.html,
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,In Stock,14,4e812d32d64e2431,10.4,10.4,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,In Stock,12,235fa48eeed11d82,39.43,39.43,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,In Stock,11,ce8666d9b42fc9a0,56.27,56.27,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,In Stock,6,46cb43c2ab133ccc,21.3,21.3,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,
Thinking  Fast and Slow,Psychology,In Stock,3,719d72f3ee512dc6,21.14,21.14,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../thinking-fast-and-slow_289/index.html,
Civilization and Its Discontents,Psychology,In Stock,3,396385e3de5d18c3,59.95,59.95,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../civilization-and-its-discontents_140/index.html,
8 Keys to Mental Health Through Exercise,Psychology,In Stock,3,f5873c8fc7760000,31.04,31.04,0.0,0,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html/../../../../8-keys-to-mental-health-through-exercise_114/index.html,
The Argonauts,Autobiography,In Stock,15,c99761a700ade23f,10.93,10.93,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../the-argonauts_837/index.html,
M Train,Autobiography,In Stock,11,5569c3fea112718e,27.18,27.18,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../m-train_598/index.html,
Lab Girl,Autobiography,In Stock,11,825d6c44da3ca5a6,40.85,40.85,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../lab-girl_595/index.html,
Approval Junkie: Adventures in Caring Too Much,Autobiography,In Stock,5,612369a5947a012e,58.81,58.81,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../approval-junkie-adventures-in-caring-too-much_363/index.html,
Running with Scissors,Autobiography,In Stock,3,28921443f052bea6,12.91,12.91,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../running-with-scissors_215/index.html,
Me Talk Pretty One Day,Autobiography,In Stock,3,abc4a7ee16c21088,57.6,57.6,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../me-talk-pretty-one-day_193/index.html,
Lust & Wonder,Autobiography,In Stock,3,0dcadb06206abd3c,11.87,11.87,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../lust-wonder_191/index.html,
Life Without a Recipe,Autobiography,In Stock,3,c53d9fefcda371e9,59.04,59.04,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../life-without-a-recipe_188/index.html,
A Heartbreaking Work of Staggering Genius,Autobiography,In Stock,3,c9770bb1d5a492a0,54.29,54.29,0.0,0,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html/../../../../a-heartbreaking-work-of-staggering-genius_115/index.html,
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,In Stock,3,ef49db2aaa9bb547,37.35,37.35,0.0,0,http://books.toscrape.com/catalogue/category/books/parenting_28/index.html/../../../../catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,In Stock,3,ed813a848580ba50,15.36,15.36,0.0,0,http://books.toscrape.com/catalogue/category/books/adult-fiction_29/index.html/../../../../fifty-shades-freed-fifty-shades-3_156/index.html,
The Long Haul (Diary of a Wimpy Kid #9),Humor,In Stock,14,f21effc079a2b38a,44.07,44.07,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,
Old School (Diary of a Wimpy Kid #10),Humor,In Stock,14,02b74068fa98d8a4,11.83,11.83,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../old-school-diary-of-a-wimpy-kid-10_723/index.html,
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,In Stock,14,b8a8ff84233f0570,25.98,25.98,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,
Hyperbole and a Half: Unfortunate Situations  Flawed Coping Mechanisms  Mayhem  and Other Things That Happened,Humor,In Stock,14,fbb21a2f71f4d981,14.75,14.75,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,
Dress Your Family in Corduroy and Denim,Humor,In Stock,9,7e9068872228c474,43.68,43.68,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../dress-your-family-in-corduroy-and-denim_562/index.html,
Toddlers Are A**holes: It's Not Your Fault,Humor,In Stock,7,4242cc3d0437db12,25.55,25.55,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../toddlers-are-aholes-its-not-your-fault_503/index.html,
When You Are Engulfed in Flames,Humor,In Stock,3,dab0196cd5fc8e5e,30.89,30.89,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../when-you-are-engulfed-in-flames_303/index.html,
Naked,Humor,In Stock,3,54aeeb4610d3ae08,31.69,31.69,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../naked_197/index.html,
Lamb: The Gospel According to Biff  Christ's Childhood Pal,Humor,In Stock,3,190fbebbf798c31a,55.5,55.5,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,
Holidays on Ice,Humor,In Stock,3,0cb4856be3694a57,51.07,51.07,0.0,0,http://books.toscrape.com/catalogue/category/books/humor_30/index.html/../../../../holidays-on-ice_167/index.html,
Security,Horror,In Stock,16,6f78a0d744c35456,39.25,39.25,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../security_925/index.html,
Follow You Home,Horror,In Stock,15,8585760646e3aa2a,21.36,21.36,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../follow-you-home_809/index.html,
The Loney,Horror,In Stock,14,2d88a31f325dfd3b,23.4,23.4,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../the-loney_756/index.html,
Pet Sematary,Horror,In Stock,14,af58a74e4b2a23a0,10.56,10.56,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../pet-sematary_726/index.html,
Doctor Sleep (The Shining #2),Horror,In Stock,14,bf5de316a5e9a4ab,40.12,40.12,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../doctor-sleep-the-shining-2_686/index.html,
Psycho: Sanitarium (Psycho #1.5),Horror,In Stock,12,b8d7b3f5c7a95d65,36.97,36.97,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../psycho-sanitarium-psycho-15_628/index.html,
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,In Stock,12,d069086944f2e330,48.64,48.64,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,
Red Dragon (Hannibal Lecter #1),Horror,In Stock,5,e958ae92f328c181,23.37,23.37,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../red-dragon-hannibal-lecter-1_390/index.html,
Dracula the Un-Dead,Horror,In Stock,5,e46b1074b99ac4b6,35.63,35.63,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../dracula-the-un-dead_370/index.html,
Night Shift (Night Shift #1-20),Horror,In Stock,4,869d20b3b8128230,12.75,12.75,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../night-shift-night-shift-1-20_335/index.html,
Needful Things,Horror,In Stock,4,70b585c9d0f15725,47.51,47.51,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../needful-things_334/index.html,
Misery,Horror,In Stock,4,81d4191030b9704b,34.79,34.79,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../misery_332/index.html,
It,Horror,In Stock,4,670a2773607d785d,25.01,25.01,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../it_330/index.html,
'Salem's Lot,Horror,In Stock,4,6e9403f00acd6752,49.56,49.56,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../salems-lot_309/index.html,
The Stand,Horror,In Stock,3,49f24193f0b961e6,57.86,57.86,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../the-stand_282/index.html,
The Girl with All the Gifts,Horror,In Stock,3,92dcc54a27107a37,49.47,49.47,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../the-girl-with-all-the-gifts_250/index.html,
House of Leaves,Horror,In Stock,3,557c03c284be1bf2,54.89,54.89,0.0,0,http://books.toscrape.com/catalogue/category/books/horror_31/index.html/../../../../house-of-leaves_169/index.html,
Sapiens: A Brief History of Humankind,History,In Stock,20,4165285e1663650f,54.23,54.23,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../sapiens-a-brief-history-of-humankind_996/index.html,
Unbound: How Eight Technologies Made Us Human  Transformed Society  and Brought Our World to the Brink,History,In Stock,16,9a9d6e9bc555731e,25.52,25.52,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,In Stock,16,a3d2a4250807f1e9,19.73,19.73,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,
Political Suicide: Missteps  Peccadilloes  Bad Calls  Backroom Hijinx  Sordid Pasts  Rotten Breaks  and Just Plain Dumb Mistakes in the Annals of American Politics,History,In Stock,16,7392c0032f92d816,36.28,36.28,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,In Stock,15,de3f25248ba0789f,59.64,59.64,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,
Zealot: The Life and Times of Jesus of Nazareth,History,In Stock,14,dd5bfa6cc2c0ecc3,24.7,24.7,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,
A Distant Mirror: The Calamitous 14th Century,History,In Stock,14,d5e0526e1ab682a3,14.58,14.58,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../a-distant-mirror-the-calamitous-14th-century_652/index.html,
1491: New Revelations of the Americas Before Columbus,History,In Stock,14,6e8e5626ac4d279e,21.8,21.8,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../1491-new-revelations-of-the-americas-before-columbus_650/index.html,
Brilliant Beacons: A History of the American Lighthouse,History,In Stock,8,7f5157bf53065d36,11.45,11.45,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,
"Most Blessed of the Patriarchs": Thomas Jefferson and the Empire of the Imagination,History,In Stock,8,f16c2edb2a603f92,44.48,44.48,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,
A Short History of Nearly Everything,History,In Stock,7,6c7fa6844380f50a,52.4,52.4,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../a-short-history-of-nearly-everything_457/index.html,
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,In Stock,6,774fa432bd7d9c47,39.67,39.67,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,
Catherine the Great: Portrait of a Woman,History,In Stock,6,f3c70d296ec796c4,58.55,58.55,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../catherine-the-great-portrait-of-a-woman_424/index.html,
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,In Stock,5,0d210d2448c3018f,42.91,42.91,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,
The Hiding Place,History,In Stock,5,c4589ee5977a47be,55.91,55.91,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../the-hiding-place_406/index.html,
America's War for the Greater Middle East: A Military History,History,In Stock,5,add33db6ff80db24,51.22,51.22,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../americas-war-for-the-greater-middle-east-a-military-history_361/index.html,
The Guns of August,History,In Stock,3,b5da59dd177eb36b,14.54,14.54,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../the-guns-of-august_254/index.html,
House of Lost Worlds: Dinosaurs  Dynasties  and the Story of Life on Earth,History,In Stock,3,1812b8f5641287e3,43.7,43.7,0.0,0,http://books.toscrape.com/catalogue/category/books/history_32/index.html/../../../../house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,
Foolproof Preserving: A Guide to Small Batch Jams  Jellies  Pickles  Condiments  and More: A Foolproof Guide to Making Small Batch Jams  Jellies  Pickles  Condiments  and More,Food and Drink,In Stock,19,5674a18a29a43ced,30.52,30.52,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,
The Pioneer Woman Cooks: Dinnertime: Comfort Classics  Freezer Food  16-Minute Meals  and Other Delicious Ways to Solve Supper!,Food and Drink,In Stock,16,142d767a56a9254d,56.41,56.41,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,
My Paris Kitchen: Recipes and Stories,Food and Drink,In Stock,16,784bc2279baa878d,33.37,33.37,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../my-paris-kitchen-recipes-and-stories_910/index.html,
Mama Tried: Traditional Italian Cooking for the Screwed  Crude  Vegan  and Tattooed,Food and Drink,In Stock,16,72f9d5be3472d34e,14.02,14.02,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,
Layered: Baking  Building  and Styling Spectacular Cakes,Food and Drink,In Stock,16,7b75cc7f223791f4,40.11,40.11,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../layered-baking-building-and-styling-spectacular-cakes_904/index.html,
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,In Stock,15,e4c7f3487d17fd42,37.34,37.34,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,In Stock,15,e28e330cbdf01126,37.6,37.6,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,In Stock,15,96a38e7c813d8f1d,41.25,41.25,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,
Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks  Packed Lunches  and Simple Meals,Food and Drink,In Stock,15,46c1530d7546ea6d,42.16,42.16,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,In Stock,14,ddc8340dabc8641b,28.77,28.77,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,
It's All Easy: Healthy  Delicious Weeknight Meals in under 30 Minutes,Food and Drink,In Stock,14,245e6bf08b8d2955,19.55,19.55,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,
Barefoot Contessa Back to Basics,Food and Drink,In Stock,14,999912e63a3262ae,28.01,28.01,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../barefoot-contessa-back-to-basics_667/index.html,
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,In Stock,14,0e0da9192a025efc,50.62,50.62,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,In Stock,13,8bbd7df8a324f31d,11.53,11.53,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,In Stock,12,76319fe9d8b465a3,20.1,20.1,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../everyday-italian-125-simple-and-delicious-recipes_618/index.html,
A la Mode: 120 Recipes in 60 Pairings: Pies  Tarts  Cakes  Crisps  and More Topped with Ice Cream  Gelato  Frozen Custard  and More,Food and Drink,In Stock,12,a4eef523118805ef,38.77,38.77,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,
Cravings: Recipes for What You Want to Eat,Food and Drink,In Stock,11,2587c54f5530dafc,20.5,20.5,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../cravings-recipes-for-what-you-want-to-eat_589/index.html,
The Moosewood Cookbook: Recipes from Moosewood Restaurant  Ithaca  New York,Food and Drink,In Stock,9,65cfc9f242c2984a,12.34,12.34,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,
32 Yolks,Food and Drink,In Stock,8,b1a227b7609ff263,53.63,53.63,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../32-yolks_510/index.html,
Naturally Lean: 125 Nourishing Gluten-Free  Plant-Based Recipes--All Under 300 Calories,Food and Drink,In Stock,7,924438fc6cbec836,11.38,11.38,0.0,0,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html/../../../../naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,
Redeeming Love,Christian Fiction,In Stock,15,b53db2271c9624f7,20.47,20.47,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../redeeming-love_826/index.html,
Close to You,Christian Fiction,In Stock,15,a57b1dcbd6849222,49.46,49.46,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../close-to-you_798/index.html,
Shadows of the Past (Logan Point #1),Christian Fiction,In Stock,8,bee6e93e9976f4fa,39.67,39.67,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../shadows-of-the-past-logan-point-1_541/index.html,
Like Never Before (Walker Family #2),Christian Fiction,In Stock,7,b6670507e85b30e6,28.77,28.77,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../like-never-before-walker-family-2_476/index.html,
Counted With the Stars (Out from Egypt #1),Christian Fiction,In Stock,7,4807043b8218e9ce,17.97,17.97,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../counted-with-the-stars-out-from-egypt-1_463/index.html,
If I Run (If I Run #1),Christian Fiction,In Stock,3,61569d12d4ae7161,49.97,49.97,0.0,0,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html/../../../../if-i-run-if-i-run-1_174/index.html,
The Dirty Little Secrets of Getting Your Dream Job,Business,In Stock,19,2597b5a345f45e1b,33.34,33.34,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,
The Third Wave: An Entrepreneur’s Vision of the Future,Business,In Stock,15,3bebf34ee9330cbd,12.61,12.61,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,In Stock,15,56e4f9eab2e8e674,27.55,27.55,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,
Shoe Dog: A Memoir by the Creator of NIKE,Business,In Stock,15,0e0dcc3339602b28,23.99,23.99,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,
Made to Stick: Why Some Ideas Survive and Others Die,Business,In Stock,14,b96fc7a0ea7d4b45,38.85,38.85,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,In Stock,12,8976d9161c027142,43.14,43.14,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,
The Art of Startup Fundraising,Business,In Stock,11,1c584f82a7a1c4f0,21.0,21.0,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-art-of-startup-fundraising_606/index.html,
Born for This: How to Find the Work You Were Meant to Do,Business,In Stock,11,816180220e8cb419,21.59,21.59,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,In Stock,8,a2308a936e898d48,36.91,36.91,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,
Rich Dad  Poor Dad,Business,In Stock,7,8486f61aa81a3daa,51.74,51.74,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../rich-dad-poor-dad_483/index.html,
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,In Stock,3,70c7c3ca7f9b2728,33.92,33.92,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,
Rework,Business,In Stock,3,8e9dd8431170c09e,44.88,44.88,0.0,0,http://books.toscrape.com/catalogue/category/books/business_35/index.html/../../../../rework_212/index.html,
Louisa: The Extraordinary Life of Mrs. Adams,Biography,In Stock,15,d69dd8dac66f9f84,16.85,16.85,0.0,0,http://books.toscrape.com/catalogue/category/books/biography_36/index.html/../../../../louisa-the-extraordinary-life-of-mrs-adams_818/index.html,
Setting the World on Fire: The Brief  Astonishing Life of St. Catherine of Siena,Biography,In Stock,11,b06599b108e83f98,21.15,21.15,0.0,0,http://books.toscrape.com/catalogue/category/books/biography_36/index.html/../../../../setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,In Stock,7,57f85720e54d6442,39.55,39.55,0.0,0,http://books.toscrape.com/catalogue/category/books/biography_36/index.html/../../../../the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,
Benjamin Franklin: An American Life,Biography,In Stock,7,5b546a46a86a9d8c,48.19,48.19,0.0,0,http://books.toscrape.com/catalogue/category/books/biography_36/index.html/../../../../benjamin-franklin-an-american-life_460/index.html,
